OBJECTID,OrganizationId,ESDCode,ESDNum,ESDName,LEACode,LEAName,ShortName,Label,PhysicalAddress,MailingAddress,AdministratorName,AdministratorEmail,Phone,Website,County,Counties,CongressionalDistricts,LegislativeDistricts,Type,TransportationRegion,Shape__Area,Shape__Length
224,100144,32801,101,Educational Service District 101,32354,Mead School District,Mead,,"2323 E Farwell Rd, MEAD, Washington, 99021-9690","2323 E Farwell Rd, MEAD, Washington, 99021-9690",Shawn  Woodward,Shawn.woodward@mead354.org,(509)465-6014,https://www.mead354.org/,Spokane,Spokane,,"4, 6, 7",Public School District,5,4592972971.03125,411172.752760768
225,100039,32801,101,Educational Service District 101,32356,Central Valley School District,Central Valley,,"19307 E Cataldo Ave, Spokane Valley, Washington, 99016-9489","19307 E Cataldo Ave, Spokane Valley, Washington, 99016-9489",Ben  Small,bsmall@cvsd.org,(509)558-5404,https://www.cvsd.org/,Spokane,Spokane,5,4,Public School District,5,2199188640.96948,230816.604937697
226,100091,32801,101,Educational Service District 101,32358,Freeman School District,Freeman,,"15001 S JACKSON RD, ROCKFORD, Washington, 99030-9755","15001 S JACKSON RD, ROCKFORD, Washington, 99030-9755",Randy L. Russell,rrussell@freemansd.org,(509)291-3695,https://www.freemansd.org/,Spokane,Spokane,5,6,Public School District,5,4019589819.68506,360317.447587129
227,100042,32801,101,Educational Service District 101,32360,Cheney School District,Cheney,,"12414 S Andrus Rd, CHENEY, Washington, 99004","12414 S Andrus Rd, CHENEY, Washington, 99004",Robert W Roettger,rroettger@cheneysd.org,(509)559-4500,https://www.cheneysd.org,Spokane,"Spokane, Whitman",5,6,Public School District,5,10737299081.9257,735397.75755639
228,100070,32801,101,Educational Service District 101,32361,East Valley School District (Spokane),East Valley (Spokane),,"3830 N Sullivan Rd Bldg 1, SPOKANE, Washington, 99216","3830 N Sullivan Rd Bldg 1, SPOKANE, Washington, 99216",Kelly  Shea,SheaK@evsd.org,(509)924-1830,https://www.evsd.org/,Spokane,Spokane,5,4,Public School District,5,2615501826.0791,285939.525102624
229,100130,32801,101,Educational Service District 101,32362,Liberty School District,Liberty,,"29818 S NORTH PINE CREEK RD, SPANGLE, Washington, 99031-9797","29818 S NORTH PINE CREEK RD, SPANGLE, Washington, 99031-9797",Brett  Baum,Bbaum@libertysd.us,(509)624-4415,https://www.libertysd.us/,Spokane,Spokane,5,9,Public School District,5,7674857474.41028,569907.870914948
230,100291,32801,101,Educational Service District 101,32363,West Valley School District (Spokane),West Valley (Spokane),,"2805 N ARGONNE RD, SPOKANE, Washington, 99212-2245","PO BOX 11739, SPOKANE, Washington, 99212-2245",Kyle  Rydell,kyle.rydell@wvsd.org,(509)924-2150,https://www.wvsd.org,Spokane,Spokane,5,4,Public School District,5,516112651.786133,162238.43843358
231,100067,32801,101,Educational Service District 101,32414,Deer Park School District,Deer Park,,"428 N. Main, DEER PARK, Washington, 99006","P.O. BOX 490, DEER PARK, Washington, 99006-0490",Travis W Hanson,travis.hanson@dpsdmail.org,(509)464-5500,https://www.dpsd.org,Spokane,"Pend Oreille, Spokane, Stevens",5,7,Public School District,5,4644106398.70959,443393.955433344
232,100221,32801,101,Educational Service District 101,32416,Riverside School District,Riverside,,"34515 N NEWPORT HWY, CHATTAROY, Washington, 99003-7706","34515 N NEWPORT HWY, CHATTAROY, Washington, 99003-7706",Ken  Russell,ken.russell@rsdmail.org,(509)464-8201,https://www.riversidesd.org,Spokane,"Pend Oreille, Spokane",5,7,Public School District,5,5282634462.41333,482335.531527205
233,100185,32801,101,Educational Service District 101,33030,Onion Creek School District,Onion Creek,,"2006 LOTZE CREEK RD, COLVILLE, Washington, 99114-8602","2006 LOTZE CREEK RD, COLVILLE, Washington, 99114-8602",Bill  Glidewell,bglidewell@ocsd30.org,(509)732-4240,https://www.ocsd30.org/,Stevens,Stevens,5,7,Public School District,5,1435145899.82983,190251.530718273
234,100043,32801,101,Educational Service District 101,33036,Chewelah School District,Chewelah,,"210 N PARK ST, CHEWELAH, Washington, 99109-8970","PO BOX 47, Chewelah, Washington, 99109-8970",  ,,,https://www.chewelah.k12.wa.us/,Stevens,Stevens,5,7,Public School District,5,8582650180.95898,649236.045713072
235,100289,32801,101,Educational Service District 101,33049,Wellpinit School District,Wellpinit,,"6231 Old School Road, WELLPINIT, Washington, 99040-9700","PO BOX 390, WELLPINIT, Washington, 99040-9700",John  Adkins,jadkins@wellpinit.org,(509)258-4535,https://www.wellpinit.org/,Stevens,Stevens,5,"7, 14",Public School District,5,3852971010.78235,296595.823651136
236,100277,32801,101,Educational Service District 101,33070,Valley School District,Valley,,"3030 Huffman Road, Valley, Washington, 99181","3030 Huffman Road, Valley, Washington, 99181",Ben  Ferney,ben.ferney@valleysd.org,(509)937-2791,https://www.valleysd.org/,Stevens,Stevens,5,7,Public School District,5,3212684311.64746,353608.112989904
237,100053,32801,101,Educational Service District 101,33115,Colville School District,Colville,,"217 S HOFSTETTER ST, COLVILLE, Washington, 99114-3239","217 S HOFSTETTER ST, COLVILLE, Washington, 99114-3239",Pete  Lewis,pete.lewis@colsd.org,(509)684-7850,http://www.colsd.org,Stevens,Stevens,5,7,Public School District,5,14824097265.5903,834122.027198533
238,100133,32801,101,Educational Service District 101,33183,Loon Lake School District,Loon Lake,,"4001 MAPLE ST, LOON LAKE, Washington, 99148-9761","4001 MAPLE ST, LOON LAKE, Washington, 99148-9761",Bradley  Van Dyne,bvandyne@loonlakeschool.org,(509)233-2212,http://www.loonlakeschool.org/,Stevens,"Pend Oreille, Stevens",5,7,Public School District,5,1849564780.30884,277782.472864255
239,100258,32801,101,Educational Service District 101,33202,Summit Valley School District,Summit Valley,,"2360 ADDY GIFFORD RD, ADDY, Washington, 99101-9703","2360 ADDY GIFFORD RD, ADDY, Washington, 99101-9703",Kristina  Allen,kallen@svalley.k12.wa.us,(509)935-6362,http://www.svalley.k12.wa.us,Stevens,Stevens,5,7,Public School District,5,1529936612.59619,236880.513599141
240,100085,32801,101,Educational Service District 101,33205,Evergreen School District (Stevens),Evergreen (Stevens),,"3341 ADDY GIFFORD RD, GIFFORD, Washington, 99131-9701","3341 ADDY GIFFORD RD, GIFFORD, Washington, 99131-9701",Bill  Glidewell,bglidewell@svalley.k12.wa.us,(509)722-6084,http://www.evergreen.k12.wa.us/,Stevens,Stevens,5,7,Public School District,5,1494291072.47192,193184.774005934
241,100051,32801,101,Educational Service District 101,33206,Columbia (Stevens) School District,Columbia (Stevens),,"4961 B Hunters Shop Rd, HUNTERS, Washington, 99137-0007","PO BOX 7, HUNTERS, Washington, 99137-0007",Gregory  Price,gprice@columbia206.net,(509)722-3311,https://www.columbia206.com,Stevens,Stevens,5,7,Public School District,5,7064853525.13013,480273.414236235
242,100141,32801,101,Educational Service District 101,33207,Mary Walker School District,Mary Walker,,"500 N 4TH P.O. Box 159, SPRINGDALE, Washington, 99173-0159","500 N 4TH P.O. Box 159, SPRINGDALE, Washington, 99173-0159",Rick  Winters,rwinters@marywalker.org,(509)258-4534,https://marywalker.org/,Stevens,Stevens,5,7,Public School District,5,6041291338.03796,528170.311040569
243,100173,32801,101,Educational Service District 101,33211,Northport School District,Northport,,"404 10TH ST, NORTHPORT, Washington, 99157-1280","404 10TH ST PO Box 1280, NORTHPORT, Washington, 99157-1280",Don Patrick Baribault,dbaribault@northportschools.org,(509)732-4430,https://www.northportschools.org/,Stevens,Stevens,5,7,Public School District,5,9408749534.02808,510676.100134119
244,100118,32801,101,Educational Service District 101,33212,Kettle Falls School District,Kettle Falls,,"325 East 3rd Ave Suite C, KETTLE FALLS, Washington, 99141-0458","PO BOX 458, KETTLE FALLS, Washington, 99141-0458",Michael  Olsen,molsen@kfschools.org,(509)738-6625 Ext.599,https://www.kfschools.org/,Stevens,"Ferry, Stevens",5,7,Public School District,5,11802136410.3911,690889.750973458
245,100304,34801,113,Capital Region ESD 113,34002,Yelm School District,Yelm,,"107 1st N., YELM, Washington, 98597-0476","PO BOX 476, YELM, Washington, 98597-0476",BRIAN  WHARTON,BRIAN_WHARTON@YCS.WEDNET.EDU,(360)458-1900,https://www.ycs.wednet.edu/,Thurston,"Pierce, Thurston","3, 8, 10",2,Public School District,1,5516972624.19092,566370.642888755
246,100172,34801,113,Capital Region ESD 113,34003,North Thurston Public Schools,North Thurston,,"305 COLLEGE ST NE, LACEY, Washington, 98516-5390","305 COLLEGE ST NE, LACEY, Washington, 98516-5390",Debra  Clemens,superintendent@nthurston.k12.wa.us,(360)412-4413,https://www.nthurston.k12.wa.us/,Thurston,Thurston,10,"2, 22",Public School District,1,2434270626.54431,278469.968778412
247,100273,34801,113,Capital Region ESD 113,34033,Tumwater School District,Tumwater,,"621 LINWOOD AVE SW, TUMWATER, Washington, 98512-8499","621 LINWOOD AVE SW, TUMWATER, Washington, 98512-8499",Sean  Dotson,sean.dotson@tumwater.k12.wa.us,(360)709-7000,https://www.tumwater.k12.wa.us,Thurston,Thurston,10,"20, 22, 35",Public School District,1,3215685147.22491,407083.816964688
248,100182,34801,113,Capital Region ESD 113,34111,Olympia School District,Olympia,,"111 BETHEL ST. NE, OLYMPIA, Washington, 98506","111 BETHEL ST. NE, OLYMPIA, Washington, 98506",Patrick  Murphy,pmurphy@osd.wednet.edu,(360)596-6117,https://osd.wednet.edu/,Thurston,Thurston,10,"22, 35",Public School District,1,2604863036.31415,398145.169565402
249,100213,34801,113,Capital Region ESD 113,34307,Rainier School District,Rainier,,"207 CENTRE ST, RAINIER, Washington, 98576-0098","PO BOX 98, RAINIER, Washington, 98576-0098",Bryon  Bahr,bahrb@rainier.wednet.edu,(360)446-2207,https://www.rainier.wednet.edu,Thurston,Thurston,"3, 10",2,Public School District,1,1548528380.34399,250512.134488967
250,100102,34801,113,Capital Region ESD 113,34324,Griffin School District,Griffin,,"6530 33rd Ave. NW, OLYMPIA, Washington, 98502","6530 33RD AVE NW, OLYMPIA, Washington, 98502-9599",Greg  Woods,gwoods@griffinschool.us,(360)866-5903,https://www.griffinschool.us,Thurston,Thurston,10,35,Public School District,1,1173555638.85168,238951.389192026
251,100223,34801,113,Capital Region ESD 113,34401,Rochester School District,Rochester,,"10140 HIGHWAY 12 SW, ROCHESTER, Washington, 98579-9601","10140 HIGHWAY 12 SW, ROCHESTER, Washington, 98579-9601",Kimberly M. Fry,kfry@rochester.wednet.edu,(360)273-5536,https://www.rochester.wednet.edu,Thurston,"Grays Harbor, Lewis, Thurston","3, 10",20,Public School District,1,2975883455.37277,370397.377544117
252,100265,34801,113,Capital Region ESD 113,34402,Tenino School District,Tenino,,"301 OLD HWY 99 N, TENINO, Washington, 98589-4024","PO BOX 4024, TENINO, Washington, 98589-4024",Joseph  Belmonte,belmontej@tenino.k12.wa.us,(360)264-3400,https://www.teninosd.org/,Thurston,Thurston,"3, 10",20,Public School District,1,3070802127.52374,372754.68226059
253,100280,06801,112,Educational Service District 112,35200,Wahkiakum School District,Wahkiakum,,"500 S. Third St, Cathlamet, Washington, 98612","PO BOX 398, CATHLAMET, Washington, 98612-0398",Brent  Freeman,bfreeman@wahksd.k12.wa.us,(360)795-3971,https://wahksd.k12.wa.us,Wahkiakum,Wahkiakum,3,19,Public School District,1,5966159237.14264,345925.128223025
254,100069,11801,123,Educational Service District 123,36101,Dixie School District,Dixie,,"HWY 12 & BISCUIT RIDGE RD, DIXIE, Washington, 99329-0040","PO BOX 40, DIXIE, Washington, 99329-0040",Jacob D Bang,jbang@dixiesd.org,(509)525-5339,https://www.dixiesd.org/,Walla Walla,Walla Walla,5,16,Public School District,4,1858200551.086,226337.179844341
255,100283,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,Walla Walla,,"364 S PARK ST, WALLA WALLA, Washington, 99362-3249","364 S PARK ST, WALLA WALLA, Washington, 99362-3249",WADE  SMITH,wsmith@wwps.org,(509)526-6715,https://www.wwps.org,Walla Walla,Walla Walla,5,16,Public School District,4,7516186419.24432,574042.472673452
256,100049,11801,123,Educational Service District 123,36250,College Place School District,College Place,,"1755 S College Ave, COLLEGE PLACE, Washington, 99324-1175","1755 S College Ave, COLLEGE PLACE, Washington, 99324-1175",Jim  Fry,jfry@cpps.org,(509)525-4827,https://www.cpps.org,Walla Walla,Walla Walla,5,16,Public School District,4,810224539.78476,154543.746859525
257,100270,11801,123,Educational Service District 123,36300,Touchet School District,Touchet,,"90 CHAMPION ST, TOUCHET, Washington, 99360-9533","P.O. Box 135, TOUCHET, Washington, 99360-9533",  ,,,https://www.touchet.k12.wa.us,Walla Walla,Walla Walla,"4, 5",16,Public School District,4,6050257257.85178,359346.963607153
258,100052,11801,123,Educational Service District 123,36400,Columbia (Walla Walla) School District,Columbia (Walla Walla),,"755 MAPLE ST, BURBANK, Washington, 99323-0548","755 MAPLE ST, BURBANK, Washington, 99323-0548",Todd  Hilberg,todd.hilberg@csd400.org,(509)547-2136,https://www.csd400.org,Walla Walla,Walla Walla,4,16,Public School District,4,3784826558.46222,343171.22773686
259,100282,11801,123,Educational Service District 123,36401,Waitsburg School District,Waitsburg,,"184 Academy Street, WAITSBURG, Washington, 99361-0217","PO BOX 217, WAITSBURG, Washington, 99361-0217",Mark  Pickel,mpickel@waitsburgsd.org,(509)337-6301,https://www.waitsburgsd.org,Walla Walla,"Columbia, Walla Walla",5,16,Public School District,4,4213213123.08466,492209.877243272
260,100204,11801,123,Educational Service District 123,36402,Prescott School District,Prescott,,"207 SOUTH A  STREET, PRESCOTT, Washington, 99348-0065","PO Box 65, PRESCOTT, Washington, 99348-0065",Justin  Bradford,jbradford@prescott.k12.wa.us,(509)849-2217,https://www.prescott.k12.wa.us/,Walla Walla,"Columbia, Walla Walla",5,16,Public School District,4,14164116346.2195,640596.954936583
261,100020,29801,189,Northwest Educational Service District 189,37501,Bellingham School District,Bellingham,,"1306 DUPONT ST, BELLINGHAM, Washington, 98225-3118","1306 DUPONT ST, BELLINGHAM, Washington, 98225-3118",Greg  Baker,greg.baker@bellinghamschools.org,(360)676-6501,https://bellinghamschools.org/,Whatcom,Whatcom,"1, 2","40, 42",Public School District,3,3842478241.69373,312716.693227128
262,100087,29801,189,Northwest Educational Service District 189,37502,Ferndale School District,Ferndale,,"6041 VISTA DRIVE, FERNDALE, Washington, 98248-9317","PO Box 698, FERNDALE, Washington, 98248-9317",Linda  Quinn,linda.quinn@ferndalesd.org,(360)383-9207,https://www.ferndalesd.org/,Whatcom,Whatcom,1,42,Public School District,3,5588053366.755,452193.555255096
263,100024,29801,189,Northwest Educational Service District 189,37503,Blaine School District,Blaine,,"765 H Street, BLAINE, Washington, 98230","765 H Street, BLAINE, Washington, 98230",Christopher  Granger,cgranger@blainesd.org,(360)332-5881,https://www.blainesd.org/,Whatcom,Whatcom,1,42,Public School District,3,7044927358.81274,429819.966734337
264,100136,29801,189,Northwest Educational Service District 189,37504,Lynden School District,Lynden,,"516 MAIN ST EDGEWATER LN, LYNDEN, Washington, 98264-9514","516 MAIN ST, LYNDEN, Washington, 98264-9514",James B Frey,freyj@lynden.wednet.edu,(360)354-4443,https://www.lynden.wednet.edu/,Whatcom,Whatcom,1,42,Public School District,3,1913982823.38171,224704.735081208
265,100147,29801,189,Northwest Educational Service District 189,37505,Meridian School District,Meridian,,"214 W LAUREL RD, BELLINGHAM, Washington, 98226-9623","214 W LAUREL RD, BELLINGHAM, Washington, 98226-9623",James  E Everett,jeverett@meridian.wednet.edu,(360)398-7111,https://www.meridian.wednet.edu,Whatcom,Whatcom,"1, 2",42,Public School District,3,1046705242.46704,164164.089972787
266,100166,29801,189,Northwest Educational Service District 189,37506,Nooksack Valley School District,Nooksack Valley,,"3326 E BADGER RD, EVERSON, Washington, 98247-9232","PO BOX 4307, EVERSON, Washington, 98247-9232",Mark  Johnson,mark.johnson@nooksackschools.org,(360)988-4754,https://www.nv.k12.wa.us/,Whatcom,Whatcom,1,42,Public School District,3,4926087623.71997,984378.141887128
267,100156,29801,189,Northwest Educational Service District 189,37507,Mount Baker School District,Mount Baker,,"4956 DEMING RD, DEMING, Washington, 98244-0095","PO BOX 95, DEMING, Washington, 98244-0095",Mary  Sewright,msewright@mtbaker.wednet.edu,(360)383-2000,https://www.mtbaker.wednet.edu/,Whatcom,Whatcom,"1, 2",42,Public School District,3,18457538778.2881,890576.952329112
268,100124,32801,101,Educational Service District 101,38126,LaCrosse School District,LaCrosse,,"111 Hill Avenue, LACROSSE, Washington, 99143","111 Hill Avenue, LACROSSE, Washington, 99143",Doug  Curtis,dcurtis@lacrossesd.k12.wa.us,(509)549-3591,https://www.lacrossesd.k12.wa.us/,Whitman,"Adams, Whitman","4, 5",9,Public School District,5,11622532538.4626,665100.973023758
269,100129,32801,101,Educational Service District 101,38264,Lamont School District,Lamont,,"602 MAIN ST, LAMONT, Washington, 99017-8769","602 MAIN ST, LAMONT, Washington, 99017-8769",Todd  Spear,tspear@lamont.wednet.edu,(509)257-2463,https://www.spraguelamont.org/,Whitman,"Adams, Whitman","4, 5",9,Public School District,5,3991314643.43127,351830.001083257
270,100264,32801,101,Educational Service District 101,38265,Tekoa School District,Tekoa,,"135 N COLLEGE AVE, TEKOA, Washington, 99033-0869","PO BOX 869, TEKOA, Washington, 99033-0869",Mark  Heid,mheid@tekoasd.org,(509)284-3281,http://www.tekoasd.org/,Whitman,"Spokane, Whitman",5,9,Public School District,5,1784905391.04797,212836.772818284
271,100206,32801,101,Educational Service District 101,38267,Pullman School District,Pullman,,"240 SE DEXTER ST, PULLMAN, Washington, 99163-3585","240 SE DEXTER ST, PULLMAN, Washington, 99163-3585",Robert  Maxwell,rmaxwell@psd267.org,(509)332-3144,https://www.pullmanschools.org/,Whitman,Whitman,5,9,Public School District,5,5768393020.28223,419969.735152814
272,100048,32801,101,Educational Service District 101,38300,Colfax School District,Colfax,,"1207 N MORTON ST, COLFAX, Washington, 99111-2198","1207 N MORTON ST, COLFAX, Washington, 99111-2198",Jerry  Pugh,jerry.pugh@csd300.com,(509)397-3042,https://www.csd300.org,Whitman,Whitman,5,9,Public School District,5,8981206343.87573,691589.132720718
273,100194,32801,101,Educational Service District 101,38301,Palouse School District,Palouse,,"600 E ALDER ST, PALOUSE, Washington, 99161-8780","600 E ALDER ST, PALOUSE, Washington, 99161-8780",Calvin Leon Johnson,cjohnson@garpal.net,(509)878-1921,https://www.garpal.net/,Whitman,Whitman,5,9,Public School District,5,1884704267.89172,237590.516587951
274,100092,32801,101,Educational Service District 101,38302,Garfield School District,Garfield,,"810 N THIRD ST, GARFIELD, Washington, 99130-0398","PO BOX 398, GARFIELD, Washington, 99130-0398",Zane   Wells,zwells@garpal.wednet.edu,(509)635-1331,https://www.garpal.net/,Whitman,Whitman,5,9,Public School District,5,2043642222.27002,261877.243216841
275,100255,32801,101,Educational Service District 101,38304,Steptoe School District,Steptoe,,"12 TENNESSEE ST, STEPTOE, Washington, 99174-3138","PO BOX 138, Steptoe, Washington, 99174-3138",Eric D Patton,ericp@steptoe.k12.wa.us,(509)397-3119,http://steptoe.org/,Whitman,Whitman,5,9,Public School District,5,1183181680.46204,245138.617938487
276,100050,32801,101,Educational Service District 101,38306,Colton School District,Colton,,"706 UNION, COLTON, Washington, 99113-0109","706 UNION, COLTON, Washington, 99113-0109",Paul  Clark,Paulc@colton.k12.wa.us,(509)229-3385,https://www.colton.k12.wa.us/,Whitman,Whitman,5,9,Public School District,5,4036988007.61957,378046.55700021
277,100078,32801,101,Educational Service District 101,38308,Endicott School District,Endicott,,"308 SCHOOL DR, ENDICOTT, Washington, 99125","308 SCHOOL DR, ENDICOTT, Washington, 99125",Suzanne  Schmick,sschmick@sjeschools.org,(509)657-3523,http://www.sje.wednet.edu,Whitman,"Adams, Whitman",5,9,Public School District,5,6193276752.20972,578915.572775453
278,100225,32801,101,Educational Service District 101,38320,Rosalia School District,Rosalia,,"916 S JOSEPHINE AVE, ROSALIA, Washington, 99170-9550","916 S JOSEPHINE AVE, ROSALIA, Washington, 99170-9550",Richard  Linehan,rlinehan@rosaliaschools.org,(509)523-3061,https://www.rosaliaschools.org,Whitman,"Spokane, Whitman",5,9,Public School District,5,3067413157.37415,547676.825549585
279,100249,32801,101,Educational Service District 101,38322,St. John School District,St. John,,"301 W NOB HL, SAINT JOHN, Washington, 99171-0058","301 W NOB HL, SAINT JOHN, Washington, 99171-0058",  ,,,http://www.sje.wednet.edu,Whitman,"Spokane, Whitman",5,9,Public School District,5,8143150508.30554,629908.256442151
280,100176,32801,101,Educational Service District 101,38324,Oakesdale School District,Oakesdale,,"FIRST & MCCOY, OAKESDALE, Washington, 99158-0228","PO BOX 228, OAKESDALE, Washington, 99158-0228",Jake  Dingman,jdingman@gonighthawks.net,(509)285-5296,https://www.gonighthawks.net/,Whitman,Whitman,5,9,Public School District,5,3492948875.42126,421465.663607348
281,100274,39801,105,Educational Service District 105,39002,Union Gap School District,Union Gap,,"3201 4th Street, UNION GAP, Washington, 98903-1894","3201 4th Street, UNION GAP, Washington, 98903-1894",Lisa  Gredvig,lgredvig@uniongap.org,(509)248-3966,https://www.uniongapschool.org,Yakima,Yakima,4,15,Public School District,4,142920019.155396,78342.6884476669
282,100160,39801,105,Educational Service District 105,39003,Naches Valley School District,Naches Valley,,"24 SHAFER AVE, NACHES, Washington, 98937-9744","PO BOX 99, NACHES, Washington, 98937-9744",ROBERT  BOWMAN,RBOWMAN@NVSD.ORG,(509)653-2220,http://www.nvsd.org/,Yakima,"Kittitas, Yakima","4, 8",14,Public School District,4,25893666848.792,998406.784443512
283,100303,39801,105,Educational Service District 105,39007,Yakima School District,Yakima,,"104 N 4TH AVE, YAKIMA, Washington, 98902-2636","104 N 4TH AVE, YAKIMA, Washington, 98902-2636",Trevor  Greene,greene.trevor@yakimaschools.org,(509)573-7001,https://www.ysd7.org/,Yakima,Yakima,4,"14, 15",Public School District,4,663873272.511475,157300.814239884
284,100071,39801,105,Educational Service District 105,39090,East Valley School District (Yakima),East Valley (Yakima),,"2002 BEAUDRY RD, YAKIMA, Washington, 98901-8012","2002 BEAUDRY RD, YAKIMA, Washington, 98901-8012",John  Schieche,schieche.john@evsd90.org,(509)573-7320,https://www.evsd90.org,Yakima,Yakima,4,15,Public School District,4,4802773966.55707,435821.219910447
285,100231,39801,105,Educational Service District 105,39119,Selah School District,Selah,,"316 W NACHES AVE , SELAH, Washington, 98942-1117","316 W NACHES AVE , SELAH, Washington, 98942-1117",Shane  Backlund,ShaneBacklund@selah.k12.wa.us,(509)698-8002,https://www.selahschools.org/,Yakima,"Kittitas, Yakima","4, 8","13, 15",Public School District,4,9767405675.05688,620123.850074573
286,100137,39801,105,Educational Service District 105,39120,Mabton School District,Mabton,,"306 N MAIN, MABTON, Washington, 98935-0037","PO BOX 37, MABTON, Washington, 98935-0037",Joseph Richard Castilleja,castillejaj@msd120.org,(509)894-4852,https://www.msd120.org,Yakima,Yakima,4,15,Public School District,4,4166807704.22638,293561.914901941
287,100096,39801,105,Educational Service District 105,39200,Grandview School District,Grandview,,"913 W 2ND ST, GRANDVIEW, Washington, 98930-1202","913 W 2ND ST, GRANDVIEW, Washington, 98930-1202",Henry M Strom,hmstrom@gsd200.org,(509)882-8514,https://www.gsd200.org,Yakima,"Benton, c",4,15,Public School District,4,1110492840.06317,186470.937454696
288,100260,39801,105,Educational Service District 105,39201,Sunnyside School District,Sunnyside,,"1110 S 6th St, SUNNYSIDE, Washington, 98944-2197","1110 S 6th St, Sunnyside, Washington, 98944-2197",Jon Kevin McKay,kevin.mckay@sunnysideschools.org,(509)837-5851,https://www.sunnysideschools.org/,Yakima,Yakima,4,15,Public School District,4,5093053536.36084,422695.490480624
289,100269,39801,105,Educational Service District 105,39202,Toppenish School District,Toppenish,,"306 BOLIN DR, TOPPENISH, Washington, 98948-1644","306 BOLIN DR, TOPPENISH, Washington, 98948-1644",John M. Cerna,jcerna@toppenish.wednet.edu,(509)865-8155,https://www.toppenish.wednet.edu/,Yakima,Yakima,4,"15, 17",Public School District,4,7492344503.73862,561760.670317353
290,100104,39801,105,Educational Service District 105,39203,Highland School District,Highland,,"17000 SUMMITVIEW RD, COWICHE, Washington, 98923-0038","PO BOX 38, COWICHE, Washington, 98923-0038",Mark  Anderson,manderson@highland.wednet.edu,(509)678-8635,http://www.highland.wednet.edu,Yakima,Yakima,4,14,Public School District,4,3095999961.24963,340939.133306434
291,100097,39801,105,Educational Service District 105,39204,Granger School District,Granger,,"701 E AVE, GRANGER, Washington, 98932-0400","701 E AVE, GRANGER, Washington, 98932-0400",Brian  Hart,hartb@gsd.wednet.edu,(509)854-1515,https://www.gsd.wednet.edu,Yakima,Yakima,4,15,Public School District,4,6624347809.9595,493350.585794017
292,100305,39801,105,Educational Service District 105,39205,Zillah School District,Zillah,,"213 4TH AVE, ZILLAH, Washington, 98953-9533","213 4TH AVE, ZILLAH, Washington, 98953-9533",Doug  Burge,doug.burge@zillahschools.org,(509)829-5911,https://www.zillahschools.org/,Yakima,Yakima,4,15,Public School District,4,1231757768.43457,194347.689468781
293,100284,39801,105,Educational Service District 105,39207,Wapato School District,Wapato,,"212 W 3RD ST, WAPATO, Washington, 98951-1308","212 W 3RD ST P O BOX 38, WAPATO, Washington, 98951-1308",EZEQUIEL (Kelly)  Garza,kellyg@wapatosd.org,(509)877-4181,https://www.wapatosd.org,Yakima,Yakima,4,"14, 15",Public School District,4,4882305350.1322,491182.240177163
294,100292,39801,105,Educational Service District 105,39208,West Valley School District (Yakima),West Valley (Yakima),,"8902 ZIER RD, YAKIMA, Washington, 98908-9240","8902 ZIER RD, YAKIMA, Washington, 98908-9240",MICHAEL LEE BROPHY,brophym@wvsd208.org,(509)972-6005,https://www.wvsd208.org/,Yakima,Yakima,4,14,Public School District,4,7560973940.31036,588278.838273462
295,100155,39801,105,Educational Service District 105,39209,Mount Adams School District,Mount Adams,,"621 SIGNAL PEAK RD, WHITE SWAN, Washington, 98952-0578","PO BOX 578, WHITE SWAN, Washington, 98952-0578",Curt  Guaglianone,cguaglianone@masd209.org,(509)874-2611,https://www.masd209.org/,Yakima,Yakima,4,14,Public School District,4,37658378154.6765,891408.906602875
